repo_completo,numero_pr,titulo,autora,status,criado_em,atualizado_em,merged_em,dias_para_merge,numero_reviews,url
awesome-selfhosted/awesome-selfhosted,2653,Update plain HTTP and redirected URLs,ghost,MERGED,2021-08-28T09:18:12Z,2023-11-13T22:08:05Z,2021-09-02T17:46:00+00:00,5,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/2653
awesome-selfhosted/awesome-selfhosted,2739,"Add bookwyrm to non-free, e-books/library section",mscherer,MERGED,2021-10-31T08:32:23Z,2023-10-29T12:51:03Z,2021-12-02T17:39:21+00:00,32,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/2739
awesome-selfhosted/awesome-selfhosted,4123,"Standardize ""alternative to"" proprietary services formatting",nodiscc,MERGED,2023-08-21T11:29:30Z,2023-10-27T05:28:26Z,2023-08-21T14:31:21+00:00,0,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4123
awesome-selfhosted/awesome-selfhosted,4117,Change link to Kubek,Seeroy,MERGED,2023-08-20T05:23:12Z,2023-09-28T23:59:43Z,2023-08-20T09:57:42+00:00,0,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4117
awesome-selfhosted/awesome-selfhosted,3855,Remove peppermint (unmaintained since 2022) from Ticketing,Rabenherz112,CLOSED,2023-05-29T13:58:14Z,2023-09-19T18:31:02Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3855
awesome-selfhosted/awesome-selfhosted,4125,Add RSSHub to Feed section,TonyRL,CLOSED,2023-08-21T18:04:12Z,2023-08-22T14:14:30Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4125
awesome-selfhosted/awesome-selfhosted,4100,docs: add EvaDB,jarulraj,CLOSED,2023-08-14T16:12:01Z,2023-08-22T14:00:02Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4100
awesome-selfhosted/awesome-selfhosted,4093,Add Zrok to Proxy section,Nezteb,CLOSED,2023-08-11T17:14:10Z,2023-08-22T14:49:10Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4093
awesome-selfhosted/awesome-selfhosted,2345,Added OpenRemote new open source IoT Platform,pierrekil,MERGED,2020-12-16T20:01:34Z,2023-08-22T14:12:18Z,2021-01-31T15:35:28+00:00,45,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/2345
awesome-selfhosted/awesome-selfhosted,3467,Add Forgejo to Software Development - Project Management,DIWesser,CLOSED,2022-12-20T02:21:41Z,2023-08-22T14:00:16Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3467
awesome-selfhosted/awesome-selfhosted,4080,Kiselitza add cerbos to misc,kiselitza,CLOSED,2023-08-07T13:58:50Z,2023-08-22T13:59:06Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4080
awesome-selfhosted/awesome-selfhosted,4114,Add ifconfig.io to Automation,arbdevml,CLOSED,2023-08-18T15:59:17Z,2023-08-22T13:59:46Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4114
awesome-selfhosted/awesome-selfhosted,4112,Add Sunshine to Games - Administrative Utilities & Control Panels,arbdevml,MERGED,2023-08-18T15:29:43Z,2023-08-22T13:02:20Z,2023-08-22T13:02:19+00:00,3,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4112
awesome-selfhosted/awesome-selfhosted,4033,Add MintHCM to HR,phlbnks,CLOSED,2023-07-18T13:57:16Z,2023-08-22T13:58:48Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4033
awesome-selfhosted/awesome-selfhosted,4069,Add Rhasspy to IoT,arbdevml,CLOSED,2023-07-31T12:33:19Z,2023-08-22T13:58:56Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4069
awesome-selfhosted/awesome-selfhosted,4094,Add rgit to Software Development - Project Management,w4,MERGED,2023-08-11T22:40:00Z,2023-08-22T13:00:40Z,2023-08-22T13:00:39+00:00,10,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4094
awesome-selfhosted/awesome-selfhosted,4032,YetiForce added,panchtatvam,MERGED,2023-07-18T12:11:40Z,2023-08-22T13:01:06Z,2023-08-22T13:01:05+00:00,35,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4032
awesome-selfhosted/awesome-selfhosted,4115,Add Fasten Health to Miscellaneous section,cfu288,MERGED,2023-08-18T17:53:09Z,2023-08-22T13:02:05Z,2023-08-22T13:02:05+00:00,3,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4115
awesome-selfhosted/awesome-selfhosted,4089,Add Appflowy to Task Management,theknigge,MERGED,2023-08-11T13:27:51Z,2023-08-22T13:00:11Z,2023-08-22T13:00:11+00:00,10,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4089
awesome-selfhosted/awesome-selfhosted,4092,Add Grai to non-free,ieaves,MERGED,2023-08-11T16:27:34Z,2023-08-22T13:01:19Z,2023-08-22T13:01:19+00:00,10,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4092
awesome-selfhosted/awesome-selfhosted,4091,Remove Anchor from non-free.md since it seems to be a dead project,jenishngl,MERGED,2023-08-11T16:07:30Z,2023-08-20T10:13:35Z,2023-08-20T10:01:32+00:00,8,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4091
awesome-selfhosted/awesome-selfhosted,4124,Add Moonlight to Games - Administrative Utilities & Control Panels,arbdevml,CLOSED,2023-08-21T12:24:53Z,2023-08-21T12:58:10Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4124
awesome-selfhosted/awesome-selfhosted,4079,Add hemmelig to Pastebins,kzshantonu,MERGED,2023-08-06T03:26:36Z,2023-08-22T12:59:22Z,2023-08-22T12:59:22+00:00,16,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4079
awesome-selfhosted/awesome-selfhosted,3868,Add DaneeCloud to File Transfer - Object Storage & File Servers,daneedev,MERGED,2023-06-03T14:35:17Z,2023-08-20T10:01:58Z,2023-08-20T10:01:58+00:00,77,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3868
awesome-selfhosted/awesome-selfhosted,4083,move issue tracking/contribution workflows/project management to awesome-selfhosted-data,nodiscc,MERGED,2023-08-07T23:48:20Z,2023-08-22T12:58:11Z,2023-08-22T12:58:10+00:00,14,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4083
awesome-selfhosted/awesome-selfhosted,3917,Fix Website URLs of matrix-org,Rabenherz112,MERGED,2023-06-21T09:22:28Z,2023-08-18T08:20:57Z,2023-06-26T12:18:23+00:00,5,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3917
awesome-selfhosted/awesome-selfhosted,3918,Fix SourceBans++ URL,Rabenherz112,MERGED,2023-06-21T09:32:50Z,2023-08-18T08:20:57Z,2023-06-26T12:18:33+00:00,5,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3918
awesome-selfhosted/awesome-selfhosted,3919,Remove ethercalc (unmaintained since 2020),Rabenherz112,MERGED,2023-06-21T13:13:02Z,2023-08-18T08:20:56Z,2023-06-26T12:18:03+00:00,4,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3919
awesome-selfhosted/awesome-selfhosted,3922,Remove twister (unmaintained since 2022),Rabenherz112,MERGED,2023-06-22T08:04:22Z,2023-08-18T08:20:56Z,2023-06-29T12:00:50+00:00,7,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3922
awesome-selfhosted/awesome-selfhosted,3932,"Remove VivumLab (Repository deleted, website down)",Rabenherz112,MERGED,2023-06-26T17:39:40Z,2023-08-18T08:20:52Z,2023-06-26T18:22:32+00:00,0,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3932
awesome-selfhosted/awesome-selfhosted,3923,Remove Photonix (unmaintained since 2022),Rabenherz112,MERGED,2023-06-22T08:43:18Z,2023-08-18T08:20:54Z,2023-06-29T12:00:59+00:00,7,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3923
awesome-selfhosted/awesome-selfhosted,3926,Remove ImageStore (unmaintained since 2022),Rabenherz112,MERGED,2023-06-23T08:19:32Z,2023-08-18T08:20:54Z,2023-06-29T12:00:38+00:00,6,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3926
awesome-selfhosted/awesome-selfhosted,3928,"Remove todoMini (unmaintained since 2022, website down)",Rabenherz112,MERGED,2023-06-24T14:33:50Z,2023-08-18T08:20:51Z,2023-07-04T13:27:45+00:00,9,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3928
awesome-selfhosted/awesome-selfhosted,3927,Remove Croodle (unmaintained since 2021),Rabenherz112,MERGED,2023-06-23T08:36:03Z,2023-08-18T08:20:51Z,2023-06-26T18:22:52+00:00,3,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3927
awesome-selfhosted/awesome-selfhosted,3937,Change license of Kubek,Rabenherz112,MERGED,2023-06-28T05:18:45Z,2023-08-18T08:20:49Z,2023-06-28T12:33:44+00:00,0,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3937
awesome-selfhosted/awesome-selfhosted,3980,Remove Tokumei (unmaintained since 2017),Rabenherz112,MERGED,2023-07-08T06:33:01Z,2023-08-18T08:20:47Z,2023-07-11T10:53:55+00:00,3,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3980
awesome-selfhosted/awesome-selfhosted,3984,Move VanDAM to Miscellaneous,Rabenherz112,MERGED,2023-07-09T07:37:01Z,2023-08-18T08:20:45Z,2023-07-09T12:30:08+00:00,0,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3984
awesome-selfhosted/awesome-selfhosted,3970,"Remove Tiny Tiny IRC (project archived, repo down)",Rabenherz112,MERGED,2023-07-05T11:27:54Z,2023-08-18T08:20:48Z,2023-07-05T11:47:18+00:00,0,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3970
awesome-selfhosted/awesome-selfhosted,3981,Remove GetSimple CMS (unmaintained since 2022),Rabenherz112,MERGED,2023-07-08T09:17:13Z,2023-08-18T08:20:46Z,2023-07-11T10:59:41+00:00,3,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3981
awesome-selfhosted/awesome-selfhosted,4047,Remove DailyNotes (unmaintained since Feb 2022),Rabenherz112,MERGED,2023-07-23T09:56:48Z,2023-08-18T08:20:34Z,2023-07-30T19:31:20+00:00,7,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4047
awesome-selfhosted/awesome-selfhosted,4046,Remove Hauk (unmaintained since March 2021),Rabenherz112,MERGED,2023-07-23T09:51:51Z,2023-08-18T08:20:43Z,2023-07-30T19:31:06+00:00,7,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4046
awesome-selfhosted/awesome-selfhosted,3929,Add Sendy to (non-free) Communication - Email - Mailing Lists and Newsletters,Rabenherz112,MERGED,2023-06-24T14:52:06Z,2023-08-18T08:20:43Z,2023-07-18T20:38:26+00:00,24,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3929
awesome-selfhosted/awesome-selfhosted,3976,Update language tags - Part 2,Rabenherz112,MERGED,2023-07-06T19:42:43Z,2023-08-18T08:20:44Z,2023-07-15T12:32:55+00:00,8,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3976
awesome-selfhosted/awesome-selfhosted,4045,Remove schnack (unmaintained since June 2022),Rabenherz112,MERGED,2023-07-23T09:45:58Z,2023-08-18T08:20:32Z,2023-07-30T19:30:55+00:00,7,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4045
awesome-selfhosted/awesome-selfhosted,4108,Updated Custom Communication Service Databag with new client,balzack,CLOSED,2023-08-16T16:11:21Z,2023-08-18T04:22:51Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4108
awesome-selfhosted/awesome-selfhosted,4099,Fix mealie URLs,mkitzmann,MERGED,2023-08-14T12:15:55Z,2023-08-17T10:00:33Z,2023-08-14T17:54:26+00:00,0,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4099
awesome-selfhosted/awesome-selfhosted,3987,Add CraftyControl to Games - Administrative Utilities & Control Panels,kokomo123,MERGED,2023-07-09T11:18:13Z,2023-08-07T23:37:04Z,2023-07-18T20:39:09+00:00,9,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3987
awesome-selfhosted/awesome-selfhosted,3750,Add AnoPaper to Note-taking & Editors,artegoser,CLOSED,2023-04-23T14:43:34Z,2023-08-16T07:13:50Z,,,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/3750
awesome-selfhosted/awesome-selfhosted,4068,Add OpenRouteService to Maps and Global Positioning System (GPS),williamk19,MERGED,2023-07-31T02:40:20Z,2023-08-07T22:17:21Z,2023-08-07T22:17:20+00:00,7,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4068
awesome-selfhosted/awesome-selfhosted,4028,Add Loggit to Miscellaneous,BrunoBernardino,MERGED,2023-07-17T13:14:59Z,2023-08-07T22:17:08Z,2023-08-07T22:17:08+00:00,21,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4028
awesome-selfhosted/awesome-selfhosted,4056,Add Screego to Custom Communication Systems,kokomo123,MERGED,2023-07-27T17:53:20Z,2023-08-03T10:33:43Z,2023-08-03T01:55:55+00:00,6,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4056
awesome-selfhosted/awesome-selfhosted,4072,"Move Baby Buddy, Habitica and wger to Miscellaneous",nodiscc,MERGED,2023-08-01T22:25:07Z,2023-08-03T01:59:01Z,2023-08-03T01:59:00+00:00,1,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4072
awesome-selfhosted/awesome-selfhosted,4065,Remove wiki (unmaintained since 2021),nodiscc,MERGED,2023-07-28T23:33:02Z,2023-08-03T01:58:30Z,2023-08-03T01:58:29+00:00,5,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4065
awesome-selfhosted/awesome-selfhosted,4064,"Remove todo (unmaintained since November 2022, outdated base image)",nodiscc,MERGED,2023-07-28T23:30:24Z,2023-08-03T01:58:16Z,2023-08-03T01:58:15+00:00,5,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4064
awesome-selfhosted/awesome-selfhosted,4063,Remove prologic pastebin (unmaintained since 2021),nodiscc,MERGED,2023-07-28T23:21:45Z,2023-08-03T01:58:05Z,2023-08-03T01:58:04+00:00,5,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4063
awesome-selfhosted/awesome-selfhosted,4061,"Remove shorturl (unmaintained since 2021, website down)",nodiscc,MERGED,2023-07-28T23:17:10Z,2023-08-03T01:56:57Z,2023-08-03T01:56:56+00:00,5,1,https://github.com/awesome-selfhosted/awesome-selfhosted/pull/4061
immich-app/immich,27058,feat: add support for helmet configuration,jrasm91,MERGED,2026-03-19T21:09:16Z,2026-04-18T15:45:19Z,2026-03-26T17:41:24+00:00,6,1,https://github.com/immich-app/immich/pull/27058
immich-app/immich,27935,chore(web): bump svelte-check version to silence big warning stack trace,fredfloydd,MERGED,2026-04-18T14:31:57Z,2026-04-18T14:42:47Z,2026-04-18T14:42:47+00:00,0,1,https://github.com/immich-app/immich/pull/27935
immich-app/immich,27937,chore(server): separate ffmpeg arguments,mertalev,MERGED,2026-04-18T15:25:50Z,2026-04-18T15:33:45Z,2026-04-18T15:33:44+00:00,0,1,https://github.com/immich-app/immich/pull/27937
immich-app/immich,27915,chore(deps): update dependency flutter to v3.41.6,renovate[bot],MERGED,2026-04-17T23:37:08Z,2026-04-17T23:44:47Z,2026-04-17T23:44:44+00:00,0,1,https://github.com/immich-app/immich/pull/27915
immich-app/immich,27921,refactor(web): co-locate single-use components in /routes,fredfloydd,MERGED,2026-04-18T00:03:49Z,2026-04-18T02:35:42Z,2026-04-18T01:21:36+00:00,0,1,https://github.com/immich-app/immich/pull/27921
immich-app/immich,27389,feat(server): add OIDC logout URL override option,LJspice,MERGED,2026-03-30T04:28:17Z,2026-04-18T04:18:59Z,2026-04-18T04:18:21+00:00,18,1,https://github.com/immich-app/immich/pull/27389
immich-app/immich,27825,fix(web): fix stale album page load,fredfloydd,MERGED,2026-04-15T16:23:28Z,2026-04-18T01:24:34Z,2026-04-18T01:24:33+00:00,2,1,https://github.com/immich-app/immich/pull/27825
immich-app/immich,27878,fix(web): compute hashes for uploads in chunks,fredfloydd,MERGED,2026-04-17T00:54:21Z,2026-04-17T23:12:36Z,2026-04-17T23:08:47+00:00,0,1,https://github.com/immich-app/immich/pull/27878
immich-app/immich,26755,feat(server): add configurable OAuth prompt parameter,sparsh985,MERGED,2026-03-07T08:42:04Z,2026-04-17T21:20:56Z,2026-04-17T21:20:08+00:00,41,1,https://github.com/immich-app/immich/pull/26755
immich-app/immich,27913,chore: remove stale mobile/.isar submodule entry,shenlong-tanwen,MERGED,2026-04-17T22:24:08Z,2026-04-17T22:59:16Z,2026-04-17T22:59:14+00:00,0,1,https://github.com/immich-app/immich/pull/27913
immich-app/immich,27876,chore: pump auto_route,shenlong-tanwen,MERGED,2026-04-16T22:48:57Z,2026-04-17T20:28:38Z,2026-04-17T20:28:37+00:00,0,1,https://github.com/immich-app/immich/pull/27876
immich-app/immich,27842,fix(server): require at least one field to be set when updating memory,fredfloydd,MERGED,2026-04-16T00:29:29Z,2026-04-17T20:23:22Z,2026-04-17T20:18:49+00:00,1,1,https://github.com/immich-app/immich/pull/27842
immich-app/immich,27877,chore: use drift from pubdev,shenlong-tanwen,MERGED,2026-04-16T22:59:34Z,2026-04-17T20:16:50Z,2026-04-17T20:16:47+00:00,0,1,https://github.com/immich-app/immich/pull/27877
immich-app/immich,27890,fix: run profile picture through thumbnail pipeline,bo0tzz,MERGED,2026-04-17T11:27:53Z,2026-04-17T20:16:03Z,2026-04-17T20:16:00+00:00,0,1,https://github.com/immich-app/immich/pull/27890
immich-app/immich,27563,fix(web): respect abort signal after timeline bucket fetches,midzelis,MERGED,2026-04-07T04:00:47Z,2026-04-17T20:18:17Z,2026-04-17T20:18:15+00:00,10,1,https://github.com/immich-app/immich/pull/27563
immich-app/immich,27893,fix: sanitize filenames before adding to zip,bo0tzz,MERGED,2026-04-17T12:56:09Z,2026-04-17T17:05:56Z,2026-04-17T17:05:54+00:00,0,1,https://github.com/immich-app/immich/pull/27893
immich-app/immich,26235,feat(server): added backchannel logout api endpoint,santanoce,MERGED,2026-02-15T10:54:09Z,2026-04-17T18:46:11Z,2026-04-17T18:45:33+00:00,61,1,https://github.com/immich-app/immich/pull/26235
immich-app/immich,27874,refactor: remove riverpod generator,shenlong-tanwen,MERGED,2026-04-16T22:08:36Z,2026-04-17T14:31:47Z,2026-04-17T14:31:44+00:00,0,1,https://github.com/immich-app/immich/pull/27874
immich-app/immich,27013,chore: make filesystem backup docs even more explicit,bo0tzz,MERGED,2026-03-18T13:57:43Z,2026-04-17T13:43:42Z,2026-04-17T13:42:41+00:00,29,1,https://github.com/immich-app/immich/pull/27013
immich-app/immich,24514,chore(web): refactor date section of asset viewer,skatsubo,MERGED,2025-12-11T06:43:51Z,2026-04-17T12:56:40Z,2026-04-17T12:56:40+00:00,127,1,https://github.com/immich-app/immich/pull/24514
immich-app/immich,27880,chore!: remove /api/server/theme endpoint,jrasm91,MERGED,2026-04-17T01:46:19Z,2026-04-17T12:30:06Z,2026-04-17T12:30:04+00:00,0,1,https://github.com/immich-app/immich/pull/27880
immich-app/immich,27886,fix(web): remove json title from duplicate tool thumbnail,meesfrensel,MERGED,2026-04-17T10:43:26Z,2026-04-17T12:37:07Z,2026-04-17T12:37:04+00:00,0,1,https://github.com/immich-app/immich/pull/27886
immich-app/immich,27889,feat: cache shared link,danieldietzler,MERGED,2026-04-17T11:20:57Z,2026-04-17T12:17:41Z,2026-04-17T12:17:39+00:00,0,1,https://github.com/immich-app/immich/pull/27889
immich-app/immich,25387,Cache shared link data on navigation,integrii,CLOSED,2026-01-20T10:29:38Z,2026-04-17T11:21:10Z,,,1,https://github.com/immich-app/immich/pull/25387
immich-app/immich,27813,fix(docs): instructions on how to use local immich ui,YarosMallorca,MERGED,2026-04-15T13:48:30Z,2026-04-17T10:30:07Z,2026-04-17T10:29:15+00:00,1,1,https://github.com/immich-app/immich/pull/27813
immich-app/immich,27789,fix(web): use event for zooming out after opening face editor,meesfrensel,MERGED,2026-04-14T14:28:48Z,2026-04-17T10:14:27Z,2026-04-17T10:14:25+00:00,2,1,https://github.com/immich-app/immich/pull/27789
immich-app/immich,27861,chore(deps): update github-actions (major),renovate[bot],CLOSED,2026-04-16T13:33:26Z,2026-04-17T05:24:33Z,,,1,https://github.com/immich-app/immich/pull/27861
immich-app/immich,26982,fix!: set duration to null when not present,meesfrensel,MERGED,2026-03-17T13:01:19Z,2026-04-17T09:57:13Z,2026-04-17T09:57:11+00:00,30,1,https://github.com/immich-app/immich/pull/26982
immich-app/immich,27666,refactor: yeet old timeline,shenlong-tanwen,MERGED,2026-04-09T19:37:22Z,2026-04-17T01:23:41Z,2026-04-15T17:30:27+00:00,5,1,https://github.com/immich-app/immich/pull/27666
immich-app/immich,27873,chore: remove immich lint,shenlong-tanwen,MERGED,2026-04-16T20:36:30Z,2026-04-16T20:55:42Z,2026-04-16T20:55:40+00:00,0,1,https://github.com/immich-app/immich/pull/27873
immich-app/immich,27717,fix(mobile): handle empty result when adding assets to album,marianwolf,CLOSED,2026-04-11T21:39:04Z,2026-04-16T20:25:50Z,,,1,https://github.com/immich-app/immich/pull/27717
immich-app/immich,27867,chore(mobile): update special format column detection,LeLunZ,MERGED,2026-04-16T15:28:43Z,2026-04-16T18:02:02Z,2026-04-16T18:02:00+00:00,0,1,https://github.com/immich-app/immich/pull/27867
immich-app/immich,27834,chore: pump flutter to 3.41.6,shenlong-tanwen,MERGED,2026-04-15T20:58:45Z,2026-04-16T16:56:49Z,2026-04-16T16:56:46+00:00,0,1,https://github.com/immich-app/immich/pull/27834
immich-app/immich,26841,fix(oauth): normalize email claim to lowercase and trim before account lookup and registration,timdobras,MERGED,2026-03-11T06:30:12Z,2026-04-16T15:41:43Z,2026-04-16T15:41:42+00:00,36,1,https://github.com/immich-app/immich/pull/26841
immich-app/immich,27869,feat: dynamic languages,jrasm91,MERGED,2026-04-16T16:18:55Z,2026-04-16T16:37:41Z,2026-04-16T16:37:38+00:00,0,1,https://github.com/immich-app/immich/pull/27869
immich-app/immich,27862,fix(deps): update dependency jose to v6,renovate[bot],MERGED,2026-04-16T13:35:19Z,2026-04-16T16:36:10Z,2026-04-16T16:36:08+00:00,0,1,https://github.com/immich-app/immich/pull/27862
immich-app/immich,27858,chore(deps): update base-image to v202604141125 (major),renovate[bot],MERGED,2026-04-16T13:02:15Z,2026-04-16T15:40:42Z,2026-04-16T15:40:41+00:00,0,1,https://github.com/immich-app/immich/pull/27858
immich-app/immich,27866,chore: bump,jrasm91,MERGED,2026-04-16T15:19:22Z,2026-04-16T15:33:12Z,2026-04-16T15:32:33+00:00,0,1,https://github.com/immich-app/immich/pull/27866
immich-app/immich,26970,chore(deps): update machine-learning,renovate[bot],MERGED,2026-03-17T02:45:07Z,2026-04-16T15:32:12Z,2026-04-16T15:32:09+00:00,30,1,https://github.com/immich-app/immich/pull/26970
immich-app/immich,22786,refactor: rename TimelineAsset -> Asset,midzelis,CLOSED,2025-10-08T23:59:45Z,2026-04-16T15:30:47Z,,,1,https://github.com/immich-app/immich/pull/22786
immich-app/immich,22932,test: try out new create-workflow-token-action,bo0tzz,CLOSED,2025-10-14T14:02:51Z,2026-04-16T15:30:35Z,,,1,https://github.com/immich-app/immich/pull/22932
immich-app/immich,23141,feat: notification enable warning on android for backup,bwees,CLOSED,2025-10-21T23:53:31Z,2026-04-16T15:30:29Z,,,1,https://github.com/immich-app/immich/pull/23141
immich-app/immich,22689,feat: enhance keyboard actions/help modal,midzelis,CLOSED,2025-10-06T03:41:34Z,2026-04-16T15:30:22Z,,,1,https://github.com/immich-app/immich/pull/22689
immich-app/immich,19238,"refactor: asset-grid, actions",midzelis,CLOSED,2025-06-18T00:12:48Z,2026-04-16T15:29:23Z,,,1,https://github.com/immich-app/immich/pull/19238
immich-app/immich,17782,feat: Use postgres as a queue,uhthomas,CLOSED,2025-04-22T15:56:41Z,2026-04-16T15:28:47Z,,,1,https://github.com/immich-app/immich/pull/17782
immich-app/immich,19479,feat: ios widget alternate server URL support,bwees,CLOSED,2025-06-23T22:46:35Z,2026-04-16T15:28:24Z,,,1,https://github.com/immich-app/immich/pull/19479
immich-app/immich,19819,chore: required reviewers,zackpollard,CLOSED,2025-07-08T11:58:26Z,2026-04-16T15:28:04Z,,,1,https://github.com/immich-app/immich/pull/19819
immich-app/immich,15936,fix(server): ignore library scan permission errors,etnoy,CLOSED,2025-02-06T22:51:27Z,2026-04-16T15:27:33Z,,,1,https://github.com/immich-app/immich/pull/15936
immich-app/immich,27136,feat(web): focus on face-editor search input,cratoo,MERGED,2026-03-21T15:36:44Z,2026-04-16T15:18:59Z,2026-03-26T17:18:23+00:00,5,1,https://github.com/immich-app/immich/pull/27136
immich-app/immich,21800,fix(web): hash large files before upload,jrasm91,CLOSED,2025-09-11T04:05:46Z,2026-04-16T15:26:23Z,,,1,https://github.com/immich-app/immich/pull/21800
immich-app/immich,27466,feat: show keys,jrasm91,CLOSED,2026-04-02T17:41:22Z,2026-04-16T15:24:07Z,,,1,https://github.com/immich-app/immich/pull/27466
immich-app/immich,27770,feat(web): persist state of file path information in details panel,cratoo,MERGED,2026-04-13T17:00:12Z,2026-04-16T15:17:50Z,2026-04-13T17:18:35+00:00,0,1,https://github.com/immich-app/immich/pull/27770
immich-app/immich,27860,chore(deps): update dependency terragrunt to v1,renovate[bot],MERGED,2026-04-16T13:33:11Z,2026-04-16T14:36:18Z,2026-04-16T14:36:16+00:00,0,1,https://github.com/immich-app/immich/pull/27860
immich-app/immich,27531,chore: improve randomness of /search/random endpoint,StevenMassaro,MERGED,2026-04-06T04:23:27Z,2026-04-16T14:36:06Z,2026-04-16T14:36:05+00:00,10,1,https://github.com/immich-app/immich/pull/27531
immich-app/immich,27844,fix!: do not allow insecure oauth requests by default,bo0tzz,MERGED,2026-04-16T01:02:51Z,2026-04-16T14:12:01Z,2026-04-16T14:11:58+00:00,0,1,https://github.com/immich-app/immich/pull/27844
immich-app/immich,27756,chore: link to PR template in auto-close message,bo0tzz,MERGED,2026-04-13T11:25:27Z,2026-04-16T13:14:39Z,2026-04-16T13:14:36+00:00,3,1,https://github.com/immich-app/immich/pull/27756
immich-app/immich,27857,chore(deps): update github-actions,renovate[bot],MERGED,2026-04-16T13:02:03Z,2026-04-16T13:30:53Z,2026-04-16T13:29:48+00:00,0,1,https://github.com/immich-app/immich/pull/27857
immich-app/immich,27856,chore(deps): update dependency @types/node to ^24.12.2,renovate[bot],MERGED,2026-04-16T13:01:51Z,2026-04-16T13:12:40Z,2026-04-16T13:12:38+00:00,0,1,https://github.com/immich-app/immich/pull/27856
immich-app/immich,27855,fix(deps): update dependency simple-icons to v16,renovate[bot],MERGED,2026-04-16T12:56:36Z,2026-04-16T13:07:37Z,2026-04-16T13:07:35+00:00,0,1,https://github.com/immich-app/immich/pull/27855
immich-app/immich,27773,"fix(deps): update dependency pillow to >=12.2,<12.3 [security]",renovate[bot],MERGED,2026-04-14T00:59:16Z,2026-04-16T13:13:43Z,2026-04-16T13:13:40+00:00,2,1,https://github.com/immich-app/immich/pull/27773
immich-app/immich,27848,fix: oauth issuerUrl validation,bo0tzz,MERGED,2026-04-16T09:56:47Z,2026-04-16T13:06:57Z,2026-04-16T13:06:55+00:00,0,1,https://github.com/immich-app/immich/pull/27848
